Scenario,Område,Kilde,Parameter,Verdi (tonn)
Scenario_A,007,Bakgrunn,TOTP,0.7860442407600683
Scenario_A,007,Bakgrunn,TPP,0.5336826173816777
Scenario_A,007,Bebygd,DIN,21.52936269733333
Scenario_A,007,Bebygd,SS,715.0333104373999
Scenario_A,007,Bebygd,TDP,1.3919741721333334
Scenario_A,007,Bebygd,TOC,104.04944257160001
Scenario_A,007,Bebygd,TON,9.393949216466666
Scenario_A,007,Bebygd,TOTN,30.923311913800003
Scenario_A,007,Bebygd,TOTP,2.124262579533333
Scenario_A,007,Bebygd,TPP,0.7322884074
Scenario_A,007,Jordbruk,DIN,12.872877600985033
Scenario_A,007,Jordbruk,SS,293.56137815781494
Scenario_A,007,Jordbruk,TDP,0.23639942701717467
Scenario_A,007,Jordbruk,TOC,0.9805173529253753
Scenario_A,007,Jordbruk,TON,3.8266628274584917
Scenario_A,007,Jordbruk,TOTN,16.699540428443523
Scenario_A,007,Jordbruk,TOTP,0.8692089427275604
Scenario_A,007,Jordbruk,TPP,0.6328095157103858
Scenario_A,007,Kommunalt avløp,DIN,0.011123128400000001
Scenario_A,007,Kommunalt avløp,SS,0.007880764799999999
Scenario_A,007,Kommunalt avløp,TOC,0.0049609336
Scenario_A,007,Kommunalt avløp,TON,0.0012709957
Scenario_A,007,Kommunalt avløp,TOTN,0.0123941241
Scenario_A,007,Kommunalt avløp,TOTP,5.78763999999999e-05
Scenario_A,007,Kommunalt avløp,TPP,5.78763999999999e-05
Scenario_A,007,Spredt avløp,DIN,0.8876761330368302
Scenario_A,007,Spredt avløp,SS,107.98444752252531
Scenario_A,007,Spredt avløp,TDP,0.06847582958140187
Scenario_A,007,Spredt avløp,TOC,5.874104264795477
Scenario_A,007,Spredt avløp,TON,0.5603221748161363
Scenario_A,007,Spredt avløp,TOTN,1.4479983078529663
Scenario_A,007,Spredt avløp,TOTP,0.14737251284077502
Scenario_A,007,Spredt avløp,TPP,0.07889668325937317
Scenario_A,008,Bakgrunn,DIN,17.095569600995063
Scenario_A,008,Bakgrunn,SS,260.7838230494484
Scenario_A,008,Bakgrunn,TDP,0.284871961307123
Scenario_A,008,Bakgrunn,TOC,1535.3149147187578
Scenario_A,008,Bakgrunn,TON,33.16913667711004
Scenario_A,008,Bakgrunn,TOTN,50.26470627810511
Scenario_A,008,Bakgrunn,TOTP,1.0464858499676664
Scenario_A,008,Bakgrunn,TPP,0.7616138886605435
Scenario_A,008,Bebygd,DIN,39.4586401564877
Scenario_A,008,Bebygd,SS,1313.1797836350036
Scenario_A,008,Bebygd,TDP,2.5612182063302886
Scenario_A,008,Bebygd,TOC,193.65904731708474
Scenario_A,008,Bebygd,TON,17.22345070115658
Scenario_A,008,Bebygd,TOTN,56.682090857644276
Scenario_A,008,Bebygd,TOTP,4.054926266068653
Scenario_A,008,Bebygd,TPP,1.493708059738365
Scenario_A,008,Jordbruk,DIN,48.719527349628464
Scenario_A,008,Jordbruk,SS,1662.7528547186976
Scenario_A,008,Jordbruk,TDP,0.6884872788680502
Scenario_A,008,Jordbruk,TOC,27.895909189605508
Scenario_A,008,Jordbruk,TON,13.084944916374804
Scenario_A,008,Jordbruk,TOTN,61.804472266003266
Scenario_A,008,Jordbruk,TOTP,3.382864132853905
Scenario_A,008,Jordbruk,TPP,2.6943768539858546
Scenario_A,008,Kommunalt avløp,DIN,0.4055666666666667
Scenario_A,008,Kommunalt avløp,SS,0.1632333333333333
Scenario_A,008,Kommunalt avløp,TDP,0.0005
Scenario_A,008,Kommunalt avløp,TOC,0.19223333333333334
Scenario_A,008,Kommunalt avløp,TON,0.045066666666666665
Scenario_A,008,Kommunalt avløp,TOTN,0.4506333333333334
Scenario_A,008,Kommunalt avløp,TOTP,0.0037333333333333333
Scenario_A,008,Kommunalt avløp,TPP,0.0032333333333333333
Scenario_A,008,Spredt avløp,DIN,2.800917387347138
Scenario_A,008,Spredt avløp,SS,120.34544642651156
Scenario_A,008,Spredt avløp,TDP,0.16300211721155217
Scenario_A,008,Spredt avløp,TOC,10.18891847056866
Scenario_A,008,Spredt avløp,TON,0.7344361264293852
Scenario_A,008,Spredt avløp,TOTN,3.535353513776523
Scenario_A,008,Spredt avløp,TOTP,0.3392831412925677
Scenario_A,008,Spredt avløp,TPP,0.17628102408101556
Scenario_A,009,Bakgrunn,DIN,16.523726307380876
Scenario_A,009,Bakgrunn,SS,200.64410756998913
Scenario_A,009,Bakgrunn,TDP,0.24605751848135818
Scenario_A,009,Bakgrunn,TOC,1178.9585593046706
Scenario_A,009,Bakgrunn,TON,27.512330313405965
Scenario_A,009,Bakgrunn,TOTN,44.03605662078684
Scenario_A,009,Bakgrunn,TOTP,0.7040823977466527
Scenario_A,009,Bakgrunn,TPP,0.45802487926529456
Scenario_A,009,Bebygd,DIN,24.643060941467173
Scenario_A,009,Bebygd,SS,682.2027988503356
Scenario_A,009,Bebygd,TDP,1.6590831645350939
Scenario_A,009,Bebygd,TOC,113.17771136991571
Scenario_A,009,Bebygd,TON,11.471862230682818
Scenario_A,009,Bebygd,TOTN,36.11492317214999
Scenario_A,009,Bebygd,TOTP,2.328456757144622
Scenario_A,009,Bebygd,TPP,0.6693735926095282
Scenario_A,009,Industri,DIN,5.803333333333334
Scenario_A,009,Industri,SS,3.1300000000000003
Scenario_A,009,Industri,TOC,49.06666666666666
Scenario_A,009,Industri,TON,52.23
Scenario_A,009,Industri,TOTN,58.03333333333333
Scenario_A,009,Jordbruk,DIN,67.61395999499234
Scenario_A,009,Jordbruk,SS,4842.010138645115
Scenario_A,009,Jordbruk,TDP,1.0236666140596613
Scenario_A,009,Jordbruk,TOC,95.42980812203274
Scenario_A,009,Jordbruk,TON,18.82963269407425
Scenario_A,009,Jordbruk,TOTN,86.44359268906659
Scenario_A,009,Jordbruk,TOTP,6.124859607773502
Scenario_A,009,Jordbruk,TPP,5.10119299371384
Scenario_A,009,Kommunalt avløp,DIN,516.5861972766667
Scenario_A,009,Kommunalt avløp,SS,1590.4708434338665
Scenario_A,009,Kommunalt avløp,TDP,16.7140845668
Scenario_A,009,Kommunalt avløp,TOC,734.1147761442667
Scenario_A,009,Kommunalt avløp,TON,163.97485911386664
Scenario_A,009,Kommunalt avløp,TOTN,680.5610563905334
Scenario_A,009,Kommunalt avløp,TOTP,37.29927181036667
Scenario_A,009,Kommunalt avløp,TPP,20.58518724356667
Scenario_A,009,Spredt avløp,DIN,5.89741838814759
Scenario_A,009,Spredt avløp,SS,207.86765727553328
Scenario_A,009,Spredt avløp,TDP,0.7768649198639895
Scenario_A,009,Spredt avløp,TOC,24.109127415126864
Scenario_A,009,Spredt avløp,TON,3.071951228295943
Scenario_A,009,Spredt avløp,TOTN,8.969369616443533
Scenario_A,009,Spredt avløp,TOTP,1.0637582905162486
Scenario_A,009,Spredt avløp,TPP,0.2868933706522592
Scenario_A,010,Bakgrunn,DIN,9.077835366408655
Scenario_A,010,Bakgrunn,SS,122.06336555137985
Scenario_A,010,Bakgrunn,TDP,0.13740343261956958
Scenario_A,010,Bakgrunn,TOC,791.5934284998597
Scenario_A,010,Bakgrunn,TON,16.006352546177386
Scenario_A,010,Bakgrunn,TOTN,25.084187912586042
Scenario_A,010,Bakgrunn,TOTP,0.514457877678662
Scenario_A,010,Bakgrunn,TPP,0.3770544450590924
Scenario_A,010,Bebygd,DIN,4.652410890584606
Scenario_A,010,Bebygd,SS,155.91098720539432
Scenario_A,010,Bebygd,TDP,0.3129191899164794
Scenario_A,010,Bebygd,TOC,23.50500156674425
Scenario_A,010,Bebygd,TON,2.0818715432872783
Scenario_A,010,Bebygd,TOTN,6.734282433871885
Scenario_A,010,Bebygd,TOTP,0.4977097295786424
Scenario_A,010,Bebygd,TPP,0.18479053966216305
Scenario_A,010,Jordbruk,DIN,36.72113028089865
Scenario_A,010,Jordbruk,SS,1127.620233294225
Scenario_A,010,Jordbruk,TDP,0.49089843196901906
Scenario_A,010,Jordbruk,TOC,10.655902391098625
Scenario_A,010,Jordbruk,TON,10.410190746848814
Scenario_A,010,Jordbruk,TOTN,47.13132102774747
Scenario_A,010,Jordbruk,TOTP,2.1738798313556664
Scenario_A,010,Jordbruk,TPP,1.6829813993866471
Scenario_A,010,Kommunalt avløp,DIN,10.8087
Scenario_A,010,Kommunalt avløp,SS,10.800433333333332
Scenario_A,010,Kommunalt avløp,TDP,0.0602
Scenario_A,010,Kommunalt avløp,TOC,15.384033333333333
Scenario_A,010,Kommunalt avløp,TON,3.9161333333333332
Scenario_A,010,Kommunalt avløp,TOTN,14.724833333333335
Scenario_A,010,Kommunalt avløp,TOTP,0.1843
Scenario_A,010,Kommunalt avløp,TPP,0.1241
Scenario_A,010,Spredt avløp,DIN,1.6976401684589912
Scenario_A,010,Spredt avløp,SS,88.02898946834462
Scenario_A,010,Spredt avløp,TDP,0.2516585850486878
Scenario_A,010,Spredt avløp,TOC,7.679639563746775
Scenario_A,010,Spredt avløp,TON,0.872208118982677
Scenario_A,010,Spredt avløp,TOTN,2.5698482874416686
Scenario_A,010,Spredt avløp,TOTP,0.359536009889303
Scenario_A,010,Spredt avløp,TPP,0.10787742484061519
Scenario_A,011,Bakgrunn,DIN,29.59155441927471
Scenario_A,011,Bakgrunn,SS,432.6576291869523
Scenario_A,011,Bakgrunn,TDP,0.4595618124225716
Scenario_A,011,Bakgrunn,TOC,2156.5399586388335
Scenario_A,011,Bakgrunn,TON,47.928361150995954
Scenario_A,011,Bakgrunn,TOTN,77.51991557027067
Scenario_A,011,Bakgrunn,TOTP,1.7054230065509266
Scenario_A,011,Bakgrunn,TPP,1.2458611941283548
Scenario_A,011,Bebygd,DIN,15.475966666666666
Scenario_A,011,Bebygd,SS,552.7141666666666
Scenario_A,011,Bebygd,TDP,0.9949666666666667
Scenario_A,011,Bebygd,TOC,77.38003333333334
Scenario_A,011,Bebygd,TON,6.632566666666666
Scenario_A,011,Bebygd,TOTN,22.108533333333337
Scenario_A,011,Bebygd,TOTP,1.6582000000000001
Scenario_A,011,Bebygd,TPP,0.6632333333333333
Scenario_A,011,Jordbruk,DIN,112.04129218382651
Scenario_A,011,Jordbruk,SS,12963.078622151244
Scenario_A,011,Jordbruk,TDP,2.39771785756836
Scenario_A,011,Jordbruk,TOC,249.14289776699465
Scenario_A,011,Jordbruk,TON,29.386335353900197
Scenario_A,011,Jordbruk,TOTN,141.42762753772672
Scenario_A,011,Jordbruk,TOTP,22.97427965483696
Scenario_A,011,Jordbruk,TPP,20.576561797268596
Scenario_A,011,Kommunalt avløp,DIN,36.39846666666667
Scenario_A,011,Kommunalt avløp,SS,57.396433333333334
Scenario_A,011,Kommunalt avløp,TDP,0.44670000000000004
Scenario_A,011,Kommunalt avløp,TOC,51.969166666666666
Scenario_A,011,Kommunalt avløp,TON,11.961800000000002
Scenario_A,011,Kommunalt avløp,TOTN,48.36026666666667
Scenario_A,011,Kommunalt avløp,TOTP,1.1547666666666665
Scenario_A,011,Kommunalt avløp,TPP,0.7080666666666667
Scenario_A,011,Spredt avløp,DIN,7.408880098
Scenario_A,011,Spredt avløp,SS,521.848883308786
Scenario_A,011,Spredt avløp,TDP,0.9035759073999999
Scenario_A,011,Spredt avløp,TOC,30.1626843741
Scenario_A,011,Spredt avløp,TON,3.241031396266667
Scenario_A,011,Spredt avløp,TOTN,10.649911494266668
Scenario_A,011,Spredt avløp,TOTP,1.4770790958
Scenario_A,011,Spredt avløp,TPP,0.5735031884
Scenario_A,012,Bakgrunn,DIN,566.0150641027673
Scenario_A,012,Bakgrunn,SS,3598.1925319236416
Scenario_A,012,Bakgrunn,TDP,12.197824951798182
Scenario_A,012,Bakgrunn,TOC,28455.684117069806
Scenario_A,012,Bakgrunn,TON,1467.457234993295
Scenario_A,012,Bakgrunn,TOTN,2033.4722990960624
Scenario_A,012,Bakgrunn,TOTP,19.658344829389907
Scenario_A,012,Bakgrunn,TPP,7.460519877591726
Scenario_A,012,Bebygd,DIN,115.26434415259916
Scenario_A,012,Bebygd,SS,2055.7522089681065
Scenario_A,012,Bebygd,TDP,7.3201535960123065
Scenario_A,012,Bebygd,TOC,477.11662220321864
Scenario_A,012,Bebygd,TON,56.09216512442155
Scenario_A,012,Bebygd,TOTN,171.3565092770207
Scenario_A,012,Bebygd,TOTP,9.734884097477078
Scenario_A,012,Bebygd,TPP,2.414730501464773
Scenario_A,012,Industri,DIN,2.222766666666667
Scenario_A,012,Industri,SS,12.862308044960058
Scenario_A,012,Industri,TDP,0.10933333333333332
Scenario_A,012,Industri,TOC,343.95436666666666
Scenario_A,012,Industri,TON,5.184233333333333
Scenario_A,012,Industri,TOTN,7.407
Scenario_A,012,Industri,TOTP,0.21866666666666665
Scenario_A,012,Industri,TPP,0.10933333333333332
Scenario_A,012,Jordbruk,DIN,1563.548506301272
Scenario_A,012,Jordbruk,SS,23483.759647034578
Scenario_A,012,Jordbruk,TDP,15.741850220220115
Scenario_A,012,Jordbruk,TOC,1591.688006342397
Scenario_A,012,Jordbruk,TON,514.2751476007932
Scenario_A,012,Jordbruk,TOTN,2077.823653902065
Scenario_A,012,Jordbruk,TOTP,47.31383595687421
Scenario_A,012,Jordbruk,TPP,31.571985736654085
Scenario_A,012,Kommunalt avløp,DIN,297.2663824445925
Scenario_A,012,Kommunalt avløp,SS,284.29226447324703
Scenario_A,012,Kommunalt avløp,TDP,2.633240528938854
Scenario_A,012,Kommunalt avløp,TOC,371.93616414069515
Scenario_A,012,Kommunalt avløp,TON,88.43062243631114
Scenario_A,012,Kommunalt avløp,TOTN,385.69700488090365
Scenario_A,012,Kommunalt avløp,TOTP,6.0852506960169235
Scenario_A,012,Kommunalt avløp,TPP,3.4520101670780687
Scenario_A,012,Spredt avløp,DIN,95.5474393860794
Scenario_A,012,Spredt avløp,SS,3123.502478517072
Scenario_A,012,Spredt avløp,TDP,6.103557608474971
Scenario_A,012,Spredt avløp,TOC,259.9127691120473
Scenario_A,012,Spredt avløp,TON,30.513789691080547
Scenario_A,012,Spredt avløp,TOTN,126.06122907715995
Scenario_A,012,Spredt avløp,TOTP,8.400154769507287
Scenario_A,012,Spredt avløp,TPP,2.296597161032316
Scenario_A,013,Bakgrunn,DIN,39.94440473461428
Scenario_A,013,Bakgrunn,SS,478.5023062747557
Scenario_A,013,Bakgrunn,TDP,0.490465580872464
Scenario_A,013,Bakgrunn,TOC,1987.9947470527031
Scenario_A,013,Bakgrunn,TON,44.69323875446609
Scenario_A,013,Bakgrunn,TOTN,84.63764348908036
Scenario_A,013,Bakgrunn,TOTP,1.4294138664053555
Scenario_A,013,Bakgrunn,TPP,0.9389482855328916
Scenario_A,013,Bebygd,DIN,28.55330963205087
Scenario_A,013,Bebygd,SS,942.4449601460333
Scenario_A,013,Bebygd,TDP,1.8834541426607334
Scenario_A,013,Bebygd,TOC,141.00852755450015
Scenario_A,013,Bebygd,TON,12.645130105301298
Scenario_A,013,Bebygd,TOTN,41.19843973735217
Scenario_A,013,Bebygd,TOTP,2.959688868985833
Scenario_A,013,Bebygd,TPP,1.0762347263251
Scenario_A,013,Industri,DIN,37.548566666666666
Scenario_A,013,Industri,SS,14.261333333333333
Scenario_A,013,Industri,TDP,1.3519333333333332
Scenario_A,013,Industri,TOC,11.337966666666667
Scenario_A,013,Industri,TON,2.3321
Scenario_A,013,Industri,TOTN,39.88066666666666
Scenario_A,013,Industri,TOTP,2.7038666666666664
Scenario_A,013,Industri,TPP,1.3519333333333332
Scenario_A,013,Jordbruk,DIN,240.7715964260946
Scenario_A,013,Jordbruk,SS,14934.21689893018
Scenario_A,013,Jordbruk,TDP,3.2167328242080795
Scenario_A,013,Jordbruk,TOC,255.80467326066002
Scenario_A,013,Jordbruk,TON,65.20221938975149
Scenario_A,013,Jordbruk,TOTN,305.97381581584614
Scenario_A,013,Jordbruk,TOTP,21.94764455890139
Scenario_A,013,Jordbruk,TPP,18.73091173469331
Scenario_A,013,Kommunalt avløp,DIN,115.91896666666668
Scenario_A,013,Kommunalt avløp,SS,202.3854
Scenario_A,013,Kommunalt avløp,TDP,3.307066666666666
Scenario_A,013,Kommunalt avløp,TOC,190.96736666666666
Scenario_A,013,Kommunalt avløp,TON,37.51126666666667
Scenario_A,013,Kommunalt avløp,TOTN,153.43023333333332
Scenario_A,013,Kommunalt avløp,TOTP,7.543399999999999
Scenario_A,013,Kommunalt avløp,TPP,4.2363333333333335
Scenario_A,013,Spredt avløp,DIN,8.50064941662268
Scenario_A,013,Spredt avløp,SS,219.6101632757482
Scenario_A,013,Spredt avløp,TDP,1.146149591591893
Scenario_A,013,Spredt avløp,TOC,34.28944710644357
Scenario_A,013,Spredt avløp,TON,4.049364069535871
Scenario_A,013,Spredt avløp,TOTN,12.550013486158553
Scenario_A,013,Spredt avløp,TOTP,1.6394604246765452
Scenario_A,013,Spredt avløp,TPP,0.4933108330846525
Scenario_A,014,Bakgrunn,DIN,106.53341734263381
Scenario_A,014,Bakgrunn,SS,1468.3969680803582
Scenario_A,014,Bakgrunn,TDP,1.1205109997112088
Scenario_A,014,Bakgrunn,TOC,4392.119193076621
Scenario_A,014,Bakgrunn,TON,84.95169178104356
Scenario_A,014,Bakgrunn,TOTN,191.48510912367738
Scenario_A,014,Bakgrunn,TOTP,3.6800163503667065
Scenario_A,014,Bakgrunn,TPP,2.5595053506554972
Scenario_A,014,Bebygd,DIN,52.606296548433335
Scenario_A,014,Bebygd,SS,1795.9852672977001
Scenario_A,014,Bebygd,TDP,3.4182179820666665
Scenario_A,014,Bebygd,TOC,258.8614150044
Scenario_A,014,Bebygd,TON,22.876132038699996
Scenario_A,014,Bebygd,TOTN,75.48242858713333
Scenario_A,014,Bebygd,TOTP,5.478968256133332
Scenario_A,014,Bebygd,TPP,2.0607502740666668
Scenario_A,014,Jordbruk,DIN,773.2422029148038
Scenario_A,014,Jordbruk,SS,34106.301210802885
Scenario_A,014,Jordbruk,TDP,9.219757343646995
Scenario_A,014,Jordbruk,TOC,582.7307681465481
Scenario_A,014,Jordbruk,TON,201.13070519859176
Scenario_A,014,Jordbruk,TOTN,974.3729081133957
Scenario_A,014,Jordbruk,TOTP,53.87320683408777
Scenario_A,014,Jordbruk,TPP,44.65344949044078
Scenario_A,014,Kommunalt avløp,DIN,43.52032057063334
Scenario_A,014,Kommunalt avløp,SS,44.069433408133335
Scenario_A,014,Kommunalt avløp,TDP,0.4575278636333333
Scenario_A,014,Kommunalt avløp,TOC,41.69973655746667
Scenario_A,014,Kommunalt avløp,TON,6.813798815566667
Scenario_A,014,Kommunalt avløp,TOTN,50.3341193862
Scenario_A,014,Kommunalt avløp,TOTP,1.3889776261666666
Scenario_A,014,Kommunalt avløp,TPP,0.9314497625333332
Scenario_A,014,Spredt avløp,DIN,23.015097048
Scenario_A,014,Spredt avløp,SS,976.9450832432252
Scenario_A,014,Spredt avløp,TDP,2.6777123558333336
Scenario_A,014,Spredt avløp,TOC,84.23900230613333
Scenario_A,014,Spredt avløp,TON,9.379806027966666
Scenario_A,014,Spredt avløp,TOTN,32.39490307596667
Scenario_A,014,Spredt avløp,TOTP,4.1398947932666665
Scenario_A,014,Spredt avløp,TPP,1.4621824374333332
Scenario_A,015,Bakgrunn,DIN,296.3490608834549
Scenario_A,015,Bakgrunn,SS,3606.7558833274293
Scenario_A,015,Bakgrunn,TDP,5.437156032556672
Scenario_A,015,Bakgrunn,TOC,18887.004420209127
Scenario_A,015,Bakgrunn,TON,656.1593481091721
Scenario_A,015,Bakgrunn,TOTN,952.5084089926271
Scenario_A,015,Bakgrunn,TOTP,12.761256737754936
Scenario_A,015,Bakgrunn,TPP,7.324100705198265
Scenario_A,015,Bebygd,DIN,71.62181680518019
Scenario_A,015,Bebygd,SS,2329.350914144434
Scenario_A,015,Bebygd,TDP,4.647015033673328
Scenario_A,015,Bebygd,TOC,345.26361785609106
Scenario_A,015,Bebygd,TON,31.632331126239297
Scenario_A,015,Bebygd,TOTN,103.25414793141948
Scenario_A,015,Bebygd,TOTP,7.301267291676834
Scenario_A,015,Bebygd,TPP,2.6542522580035075
Scenario_A,015,Industri,DIN,0.3063333333333333
Scenario_A,015,Industri,SS,2.1286302377445465
Scenario_A,015,Industri,TDP,0.16833333333333333
Scenario_A,015,Industri,TOC,22.538
Scenario_A,015,Industri,TON,2.757
Scenario_A,015,Industri,TOTN,3.063333333333334
Scenario_A,015,Industri,TOTP,0.33666666666666667
Scenario_A,015,Industri,TPP,0.16833333333333333
Scenario_A,015,Jordbruk,DIN,877.3572672975179
Scenario_A,015,Jordbruk,SS,25244.19852204909
Scenario_A,015,Jordbruk,TDP,9.14726754461107
Scenario_A,015,Jordbruk,TOC,657.5602737846121
Scenario_A,015,Jordbruk,TON,236.3946414986283
Scenario_A,015,Jordbruk,TOTN,1113.7519087961462
Scenario_A,015,Jordbruk,TOTP,42.20276309566933
Scenario_A,015,Jordbruk,TPP,33.05549555105827
Scenario_A,015,Kommunalt avløp,DIN,110.71800787124734
Scenario_A,015,Kommunalt avløp,SS,211.78516465569552
Scenario_A,015,Kommunalt avløp,TDP,2.153194168967247
Scenario_A,015,Kommunalt avløp,TOC,126.5694832058985
Scenario_A,015,Kommunalt avløp,TON,30.909318963731682
Scenario_A,015,Kommunalt avløp,TOTN,141.62732683497902
Scenario_A,015,Kommunalt avløp,TOTP,4.9343830038832595
Scenario_A,015,Kommunalt avløp,TPP,2.7811888349160125
Scenario_A,015,Spredt avløp,DIN,51.67923878482944
Scenario_A,015,Spredt avløp,SS,5769.30230518023
Scenario_A,015,Spredt avløp,TDP,5.322979791654467
Scenario_A,015,Spredt avløp,TOC,186.23979158525194
Scenario_A,015,Spredt avløp,TON,18.90302250299286
Scenario_A,015,Spredt avløp,TOTN,70.58226128782229
Scenario_A,015,Spredt avløp,TOTP,8.593607658089926
Scenario_A,015,Spredt avløp,TPP,3.270627866435458
Scenario_A,016,Bakgrunn,DIN,459.99053409300745
Scenario_A,016,Bakgrunn,SS,1247.6937585291935
Scenario_A,016,Bakgrunn,TDP,8.204446453912126
Scenario_A,016,Bakgrunn,TOC,18313.484502485284
Scenario_A,016,Bakgrunn,TON,1074.7886106978815
Scenario_A,016,Bakgrunn,TOTN,1534.7791447908887
Scenario_A,016,Bakgrunn,TOTP,10.986501841543948
Scenario_A,016,Bakgrunn,TPP,2.782055387631823
Scenario_A,016,Bebygd,DIN,94.36031133215329
Scenario_A,016,Bebygd,SS,2045.8568640058095
Scenario_A,016,Bebygd,TDP,5.6783992613974625
Scenario_A,016,Bebygd,TOC,389.013434077774
Scenario_A,016,Bebygd,TON,42.807126617740074
Scenario_A,016,Bebygd,TOTN,137.16743794989335
Scenario_A,016,Bebygd,TOTP,8.064540312950708
Scenario_A,016,Bebygd,TPP,2.386141051553245
Scenario_A,016,Industri,DIN,611.5402333333333
Scenario_A,016,Industri,SS,468.24343333333337
Scenario_A,016,Industri,TDP,2.8686666666666665
Scenario_A,016,Industri,TOC,66.345
Scenario_A,016,Industri,TON,3.4327666666666663
Scenario_A,016,Industri,TOTN,614.973
Scenario_A,016,Industri,TOTP,5.737333333333333
Scenario_A,016,Industri,TPP,2.8686666666666665
Scenario_A,016,Jordbruk,DIN,557.1205635477281
Scenario_A,016,Jordbruk,SS,8003.6021416683
Scenario_A,016,Jordbruk,TDP,8.094482441905294
Scenario_A,016,Jordbruk,TOC,800.6446362671263
Scenario_A,016,Jordbruk,TON,165.76495510627953
Scenario_A,016,Jordbruk,TOTN,722.8855186540077
Scenario_A,016,Jordbruk,TOTP,19.720178696496635
Scenario_A,016,Jordbruk,TPP,11.62569625459134
Scenario_A,016,Kommunalt avløp,DIN,185.41871048338623
Scenario_A,016,Kommunalt avløp,SS,196.58227605970447
Scenario_A,016,Kommunalt avløp,TDP,2.479229107302262
Scenario_A,016,Kommunalt avløp,TOC,177.05604769924344
Scenario_A,016,Kommunalt avløp,TON,55.895557702618866
Scenario_A,016,Kommunalt avløp,TOTN,241.31426818600508
Scenario_A,016,Kommunalt avløp,TOTP,5.369288477731921
Scenario_A,016,Kommunalt avløp,TPP,2.890059370429659
Scenario_A,016,Spredt avløp,DIN,49.15145626647245
Scenario_A,016,Spredt avløp,SS,1320.5420916963483
Scenario_A,016,Spredt avløp,TDP,2.985762413936732
Scenario_A,016,Spredt avløp,TOC,124.73389847268486
Scenario_A,016,Spredt avløp,TON,13.774993067576814
Scenario_A,016,Spredt avløp,TOTN,62.926449334049266
Scenario_A,016,Spredt avløp,TOTP,4.193415256872986
Scenario_A,016,Spredt avløp,TPP,1.2076528429362534
Scenario_A,017,Bakgrunn,DIN,119.76904934937254
Scenario_A,017,Bakgrunn,SS,497.3786185359779
Scenario_A,017,Bakgrunn,TDP,1.3238994749670174
Scenario_A,017,Bakgrunn,TOC,5226.414589997299
Scenario_A,017,Bakgrunn,TON,263.8394291320415
Scenario_A,017,Bakgrunn,TOTN,383.608478481414
Scenario_A,017,Bakgrunn,TOTP,2.347522717508764
Scenario_A,017,Bakgrunn,TPP,1.0236232425417469
Scenario_A,017,Bebygd,DIN,21.272323972902296
Scenario_A,017,Bebygd,SS,588.7464934667415
Scenario_A,017,Bebygd,TDP,1.3498695845342181
Scenario_A,017,Bebygd,TOC,91.96671505253796
Scenario_A,017,Bebygd,TON,9.759072264237377
Scenario_A,017,Bebygd,TOTN,31.03139623713967
Scenario_A,017,Bebygd,TOTP,2.0100260434932102
Scenario_A,017,Bebygd,TPP,0.660156458958992
Scenario_A,017,Industri,DIN,0.2609
Scenario_A,017,Industri,SS,33.333333333333336
Scenario_A,017,Industri,TDP,0.12916666666666668
Scenario_A,017,Industri,TOC,109.24
Scenario_A,017,Industri,TON,0.6087666666666667
Scenario_A,017,Industri,TOTN,0.8696666666666667
Scenario_A,017,Industri,TOTP,0.25833333333333336
Scenario_A,017,Industri,TPP,0.12916666666666668
Scenario_A,017,Jordbruk,DIN,54.08223646712408
Scenario_A,017,Jordbruk,SS,525.148849736771
Scenario_A,017,Jordbruk,TDP,0.8109354707812874
Scenario_A,017,Jordbruk,TOC,83.6361011554787
Scenario_A,017,Jordbruk,TON,17.69329688780451
Scenario_A,017,Jordbruk,TOTN,71.77553335492858
Scenario_A,017,Jordbruk,TOTP,1.5428592307092586
Scenario_A,017,Jordbruk,TPP,0.7319237599279713
Scenario_A,017,Kommunalt avløp,DIN,26.220056287418448
Scenario_A,017,Kommunalt avløp,SS,32.500173798256505
Scenario_A,017,Kommunalt avløp,TDP,0.16357694532984748
Scenario_A,017,Kommunalt avløp,TOC,34.47455212031963
Scenario_A,017,Kommunalt avløp,TON,8.723713969652666
Scenario_A,017,Kommunalt avløp,TOTN,34.943770257071115
Scenario_A,017,Kommunalt avløp,TOTP,0.6556351952194929
Scenario_A,017,Kommunalt avløp,TPP,0.49205824988964536
Scenario_A,017,Spredt avløp,DIN,8.885180420505915
Scenario_A,017,Spredt avløp,SS,384.09934001493065
Scenario_A,017,Spredt avløp,TDP,0.5279990977157899
Scenario_A,017,Spredt avløp,TOC,23.564790531034443
Scenario_A,017,Spredt avløp,TON,2.6356268891927237
Scenario_A,017,Spredt avløp,TOTN,11.52080730969864
Scenario_A,017,Spredt avløp,TOTP,0.8819721553696672
Scenario_A,017,Spredt avløp,TPP,0.3539730576538773
Scenario_B,001,Bakgrunn,DIN,109.07914521600522
Scenario_B,001,Bakgrunn,SS,485.5935577610285
Scenario_B,001,Bakgrunn,TDP,1.1387736504721333
Scenario_B,001,Bakgrunn,TOC,7407.268112541893
Scenario_B,001,Bakgrunn,TON,222.81591802087345
Scenario_B,001,Bakgrunn,TOTN,331.8950632368787
Scenario_B,001,Bakgrunn,TOTP,2.5605920636867374
Scenario_B,001,Bakgrunn,TPP,1.421818413214604
Scenario_B,001,Bebygd,DIN,14.765713852784456
Scenario_B,001,Bebygd,SS,368.46989070948695
