Scenario,Område,Kilde,Parameter,Verdi (tonn)
Baseline,Ytre Oslofjord,Spredt avløp,TOTN,693.3012028593004
Baseline,Ytre Oslofjord,Spredt avløp,TOTP,53.039940981620404
Baseline,Ytre Oslofjord,Spredt avløp,TPP,17.78032647726407
Scenario_A,Ytre Oslofjord,Akvakultur,DIN,0.002766666666666667
Scenario_A,Ytre Oslofjord,Akvakultur,TDP,0.00019999999999999998
Scenario_A,Ytre Oslofjord,Akvakultur,TOC,0.019233333333333335
Scenario_A,Ytre Oslofjord,Akvakultur,TON,0.0012333333333333335
Scenario_A,Ytre Oslofjord,Akvakultur,TOTN,0.004
Scenario_A,Ytre Oslofjord,Akvakultur,TOTP,0.0007000000000000001
Scenario_A,Ytre Oslofjord,Akvakultur,TPP,0.0005
Scenario_A,Ytre Oslofjord,Bakgrunn,DIN,3560.6782121871242
Scenario_A,Ytre Oslofjord,Bakgrunn,SS,28407.02567417588
Scenario_A,Ytre Oslofjord,Bakgrunn,TDP,62.48292386094441
Scenario_A,Ytre Oslofjord,Bakgrunn,TOC,191140.90262602613
Scenario_A,Ytre Oslofjord,Bakgrunn,TON,7718.899812751483
Scenario_A,Ytre Oslofjord,Bakgrunn,TOTN,11279.578024938608
Scenario_A,Ytre Oslofjord,Bakgrunn,TOTP,124.6874603897773
Scenario_A,Ytre Oslofjord,Bakgrunn,TPP,62.2045365288329
Scenario_A,Ytre Oslofjord,Bebygd,DIN,771.6964534235466
Scenario_A,Ytre Oslofjord,Bebygd,SS,18013.78328988901
Scenario_A,Ytre Oslofjord,Bebygd,TDP,48.983905444662525
Scenario_A,Ytre Oslofjord,Bebygd,TOC,3360.3471956224053
Scenario_A,Ytre Oslofjord,Bebygd,TON,358.7754798197966
Scenario_A,Ytre Oslofjord,Bebygd,TOTN,1130.471933243343
Scenario_A,Ytre Oslofjord,Bebygd,TOTP,68.74903265402253
Scenario_A,Ytre Oslofjord,Bebygd,TPP,19.765127209359992
Scenario_A,Ytre Oslofjord,Industri,DIN,722.5635695922327
Scenario_A,Ytre Oslofjord,Industri,SS,1170.11202733459
Scenario_A,Ytre Oslofjord,Industri,TDP,14.738136803352445
Scenario_A,Ytre Oslofjord,Industri,TOC,5735.015629404099
Scenario_A,Ytre Oslofjord,Industri,TON,201.04593446597414
Scenario_A,Ytre Oslofjord,Industri,TOTN,923.609504058207
Scenario_A,Ytre Oslofjord,Industri,TOTP,29.284935111062318
Scenario_A,Ytre Oslofjord,Industri,TPP,14.546798307709874
Scenario_A,Ytre Oslofjord,Jordbruk,DIN,12205.345824664757
Scenario_A,Ytre Oslofjord,Jordbruk,SS,311159.6247492173
Scenario_A,Ytre Oslofjord,Jordbruk,TDP,120.31180557997419
Scenario_A,Ytre Oslofjord,Jordbruk,TOC,7013.860541892131
Scenario_A,Ytre Oslofjord,Jordbruk,TON,3560.426186835001
Scenario_A,Ytre Oslofjord,Jordbruk,TOTN,15765.77201149976
Scenario_A,Ytre Oslofjord,Jordbruk,TOTP,507.6349105480776
Scenario_A,Ytre Oslofjord,Jordbruk,TPP,387.32310496810334
Scenario_A,Ytre Oslofjord,Kommunalt avløp,DIN,1658.5893218102453
Scenario_A,Ytre Oslofjord,Kommunalt avløp,SS,2055.8549269781442
Scenario_A,Ytre Oslofjord,Kommunalt avløp,TDP,30.12672105433266
Scenario_A,Ytre Oslofjord,Kommunalt avløp,TOC,2050.1625595184605
Scenario_A,Ytre Oslofjord,Kommunalt avløp,TON,499.27701094844457
Scenario_A,Ytre Oslofjord,Kommunalt avløp,TOTN,2157.8663327586896
Scenario_A,Ytre Oslofjord,Kommunalt avløp,TOTP,61.880892674077174
Scenario_A,Ytre Oslofjord,Kommunalt avløp,TPP,31.75417161974452
Scenario_A,Ytre Oslofjord,Spredt avløp,DIN,529.6977009889661
Scenario_A,Ytre Oslofjord,Spredt avløp,SS,19744.87616206706
Scenario_A,Ytre Oslofjord,Spredt avløp,TDP,35.25961450435633
Scenario_A,Ytre Oslofjord,Spredt avløp,TOC,1594.9203346600466
Scenario_A,Ytre Oslofjord,Spredt avløp,TON,163.60350187033427
Scenario_A,Ytre Oslofjord,Spredt avløp,TOTN,693.3012028593004
Scenario_A,Ytre Oslofjord,Spredt avløp,TOTP,53.039940981620404
Scenario_A,Ytre Oslofjord,Spredt avløp,TPP,17.78032647726407
Scenario_B,Ytre Oslofjord,Akvakultur,DIN,0.002766666666666667
Scenario_B,Ytre Oslofjord,Akvakultur,TDP,0.00019999999999999998
Scenario_B,Ytre Oslofjord,Akvakultur,TOC,0.019233333333333335
Scenario_B,Ytre Oslofjord,Akvakultur,TON,0.0012333333333333335
Scenario_B,Ytre Oslofjord,Akvakultur,TOTN,0.004
Scenario_B,Ytre Oslofjord,Akvakultur,TOTP,0.0007000000000000001
Scenario_B,Ytre Oslofjord,Akvakultur,TPP,0.0005
Scenario_B,Ytre Oslofjord,Bakgrunn,DIN,3560.6782121871242
Scenario_B,Ytre Oslofjord,Bakgrunn,SS,28407.02567417588
Scenario_B,Ytre Oslofjord,Bakgrunn,TDP,62.48292386094441
Scenario_B,Ytre Oslofjord,Bakgrunn,TOC,191140.90262602613
Scenario_B,Ytre Oslofjord,Bakgrunn,TON,7718.899812751483
Scenario_B,Ytre Oslofjord,Bakgrunn,TOTN,11279.578024938608
Scenario_B,Ytre Oslofjord,Bakgrunn,TOTP,124.6874603897773
Scenario_B,Ytre Oslofjord,Bakgrunn,TPP,62.2045365288329
Scenario_B,Ytre Oslofjord,Bebygd,DIN,771.6964534235466
Scenario_B,Ytre Oslofjord,Bebygd,SS,18013.78328988901
Scenario_B,Ytre Oslofjord,Bebygd,TDP,48.983905444662525
Scenario_B,Ytre Oslofjord,Bebygd,TOC,3360.3471956224053
Scenario_B,Ytre Oslofjord,Bebygd,TON,358.7754798197966
Scenario_B,Ytre Oslofjord,Bebygd,TOTN,1130.471933243343
Scenario_B,Ytre Oslofjord,Bebygd,TOTP,68.74903265402253
Scenario_B,Ytre Oslofjord,Bebygd,TPP,19.765127209359992
Scenario_B,Ytre Oslofjord,Industri,DIN,722.5635695922327
Scenario_B,Ytre Oslofjord,Industri,SS,1170.11202733459
Scenario_B,Ytre Oslofjord,Industri,TDP,14.738136803352445
Scenario_B,Ytre Oslofjord,Industri,TOC,5735.015629404099
Scenario_B,Ytre Oslofjord,Industri,TON,201.04593446597414
Scenario_B,Ytre Oslofjord,Industri,TOTN,923.609504058207
Scenario_B,Ytre Oslofjord,Industri,TOTP,29.284935111062318
Scenario_B,Ytre Oslofjord,Industri,TPP,14.546798307709874
Scenario_B,Ytre Oslofjord,Jordbruk,DIN,12205.345824664757
Scenario_B,Ytre Oslofjord,Jordbruk,SS,311159.6247492173
Scenario_B,Ytre Oslofjord,Jordbruk,TDP,120.31180557997419
Scenario_B,Ytre Oslofjord,Jordbruk,TOC,7013.860541892131
Scenario_B,Ytre Oslofjord,Jordbruk,TON,3560.426186835001
Scenario_B,Ytre Oslofjord,Jordbruk,TOTN,15765.77201149976
Scenario_B,Ytre Oslofjord,Jordbruk,TOTP,507.6349105480776
Scenario_B,Ytre Oslofjord,Jordbruk,TPP,387.32310496810334
Scenario_B,Ytre Oslofjord,Kommunalt avløp,DIN,1363.963277934355
Scenario_B,Ytre Oslofjord,Kommunalt avløp,SS,1767.8221618869247
Scenario_B,Ytre Oslofjord,Kommunalt avløp,TDP,27.24111327412239
Scenario_B,Ytre Oslofjord,Kommunalt avløp,TOC,1779.5465248578735
Scenario_B,Ytre Oslofjord,Kommunalt avløp,TON,406.9292088138164
Scenario_B,Ytre Oslofjord,Kommunalt avløp,TOTN,1770.8924867481712
Scenario_B,Ytre Oslofjord,Kommunalt avløp,TOTP,55.6135753240811
Scenario_B,Ytre Oslofjord,Kommunalt avløp,TPP,28.37246204995871
Scenario_B,Ytre Oslofjord,Spredt avløp,DIN,529.6977009889661
Scenario_B,Ytre Oslofjord,Spredt avløp,SS,19744.87616206706
Scenario_B,Ytre Oslofjord,Spredt avløp,TDP,35.25961450435633
Scenario_B,Ytre Oslofjord,Spredt avløp,TOC,1594.9203346600466
Scenario_B,Ytre Oslofjord,Spredt avløp,TON,163.60350187033427
Scenario_B,Ytre Oslofjord,Spredt avløp,TOTN,693.3012028593004
Scenario_B,Ytre Oslofjord,Spredt avløp,TOTP,53.039940981620404
Scenario_B,Ytre Oslofjord,Spredt avløp,TPP,17.78032647726407
Baseline,Hele Oslofjord,Akvakultur,DIN,0.002766666666666667
Baseline,Hele Oslofjord,Akvakultur,TDP,0.00019999999999999998
Baseline,Hele Oslofjord,Akvakultur,TOC,0.019233333333333335
Baseline,Hele Oslofjord,Akvakultur,TON,0.0012333333333333335
Baseline,Hele Oslofjord,Akvakultur,TOTN,0.004
Baseline,Hele Oslofjord,Akvakultur,TOTP,0.0007000000000000001
Baseline,Hele Oslofjord,Akvakultur,TPP,0.0005
Baseline,Hele Oslofjord,Bakgrunn,DIN,3646.949621524085
Baseline,Hele Oslofjord,Bakgrunn,SS,29308.44245205272
Baseline,Hele Oslofjord,Bakgrunn,TDP,63.80102220256498
Baseline,Hele Oslofjord,Bakgrunn,TOC,198161.5354434254
Baseline,Hele Oslofjord,Bakgrunn,TON,7879.761927596439
Baseline,Hele Oslofjord,Bakgrunn,TOTN,11526.711549120526
Baseline,Hele Oslofjord,Bakgrunn,TOTP,128.72522179300282
Baseline,Hele Oslofjord,Bakgrunn,TPP,64.92419959043785
Baseline,Hele Oslofjord,Bebygd,DIN,940.1468155558533
Baseline,Hele Oslofjord,Bebygd,SS,23273.722465031675
Baseline,Hele Oslofjord,Bebygd,TDP,60.23589171387373
Baseline,Hele Oslofjord,Bebygd,TOC,4184.099089018308
Baseline,Hele Oslofjord,Bebygd,TON,434.72119782339405
Baseline,Hele Oslofjord,Bebygd,TOTN,1374.8680133792475
Baseline,Hele Oslofjord,Bebygd,TOTP,85.83749023895501
Baseline,Hele Oslofjord,Bebygd,TPP,25.601598525081286
Baseline,Hele Oslofjord,Industri,DIN,728.3669029255661
Baseline,Hele Oslofjord,Industri,SS,1245.8673606679233
Baseline,Hele Oslofjord,Industri,TDP,14.738136803352445
Baseline,Hele Oslofjord,Industri,TOC,5784.082296070766
Baseline,Hele Oslofjord,Industri,TON,253.27593446597413
Baseline,Hele Oslofjord,Industri,TOTN,981.6428373915403
Baseline,Hele Oslofjord,Industri,TOTP,29.284935111062318
Baseline,Hele Oslofjord,Industri,TPP,14.546798307709874
Baseline,Hele Oslofjord,Jordbruk,DIN,12459.136461970107
Baseline,Hele Oslofjord,Jordbruk,SS,319650.0213837021
Baseline,Hele Oslofjord,Jordbruk,TDP,123.824341915638
Baseline,Hele Oslofjord,Jordbruk,TOC,7172.850195645874
Baseline,Hele Oslofjord,Jordbruk,TON,3634.9534770375353
Baseline,Hele Oslofjord,Jordbruk,TOTN,16094.089939007643
Baseline,Hele Oslofjord,Jordbruk,TOTP,522.7759898995522
Baseline,Hele Oslofjord,Jordbruk,TPP,398.9516479839142
Baseline,Hele Oslofjord,Kommunalt avløp,DIN,5726.5974684175535
Baseline,Hele Oslofjord,Kommunalt avløp,SS,6098.516295463168
Baseline,Hele Oslofjord,Kommunalt avløp,TDP,39.92426897344831
Baseline,Hele Oslofjord,Kommunalt avløp,TOC,7699.991280503723
Baseline,Hele Oslofjord,Kommunalt avløp,TON,1662.8810184326153
Baseline,Hele Oslofjord,Kommunalt avløp,TOTN,7389.478486850168
Baseline,Hele Oslofjord,Kommunalt avløp,TOTP,118.0559901335727
Baseline,Hele Oslofjord,Kommunalt avløp,TPP,78.1317211601244
Baseline,Hele Oslofjord,Spredt avløp,DIN,549.8709248164771
Baseline,Hele Oslofjord,Spredt avløp,SS,20572.907764359574
Baseline,Hele Oslofjord,Spredt avløp,TDP,37.35159753790071
Baseline,Hele Oslofjord,Spredt avløp,TOC,1693.3519962148048
Baseline,Hele Oslofjord,Spredt avløp,TON,173.04726670586322
Baseline,Hele Oslofjord,Spredt avløp,TOTN,722.9181915223403
Baseline,Hele Oslofjord,Spredt avløp,TOTP,56.5079185935165
Baseline,Hele Oslofjord,Spredt avløp,TPP,19.156321055615784
Scenario_A,Hele Oslofjord,Akvakultur,DIN,0.002766666666666667
Scenario_A,Hele Oslofjord,Akvakultur,TDP,0.00019999999999999998
Scenario_A,Hele Oslofjord,Akvakultur,TOC,0.019233333333333335
Scenario_A,Hele Oslofjord,Akvakultur,TON,0.0012333333333333335
Scenario_A,Hele Oslofjord,Akvakultur,TOTN,0.004
Scenario_A,Hele Oslofjord,Akvakultur,TOTP,0.0007000000000000001
Scenario_A,Hele Oslofjord,Akvakultur,TPP,0.0005
Scenario_A,Hele Oslofjord,Bakgrunn,DIN,3646.949621524085
Scenario_A,Hele Oslofjord,Bakgrunn,SS,29308.44245205272
Scenario_A,Hele Oslofjord,Bakgrunn,TDP,63.80102220256498
Scenario_A,Hele Oslofjord,Bakgrunn,TOC,198161.5354434254
Scenario_A,Hele Oslofjord,Bakgrunn,TON,7879.761927596439
Scenario_A,Hele Oslofjord,Bakgrunn,TOTN,11526.711549120526
Scenario_A,Hele Oslofjord,Bakgrunn,TOTP,128.72522179300282
Scenario_A,Hele Oslofjord,Bakgrunn,TPP,64.92419959043785
Scenario_A,Hele Oslofjord,Bebygd,DIN,940.1468155558533
Scenario_A,Hele Oslofjord,Bebygd,SS,23273.722465031675
Scenario_A,Hele Oslofjord,Bebygd,TDP,60.23589171387373
Scenario_A,Hele Oslofjord,Bebygd,TOC,4184.099089018308
Scenario_A,Hele Oslofjord,Bebygd,TON,434.72119782339405
Scenario_A,Hele Oslofjord,Bebygd,TOTN,1374.8680133792475
Scenario_A,Hele Oslofjord,Bebygd,TOTP,85.83749023895501
Scenario_A,Hele Oslofjord,Bebygd,TPP,25.601598525081286
Scenario_A,Hele Oslofjord,Industri,DIN,728.3669029255661
Scenario_A,Hele Oslofjord,Industri,SS,1245.8673606679233
Scenario_A,Hele Oslofjord,Industri,TDP,14.738136803352445
Scenario_A,Hele Oslofjord,Industri,TOC,5784.082296070766
Scenario_A,Hele Oslofjord,Industri,TON,253.27593446597413
Scenario_A,Hele Oslofjord,Industri,TOTN,981.6428373915403
Scenario_A,Hele Oslofjord,Industri,TOTP,29.284935111062318
Scenario_A,Hele Oslofjord,Industri,TPP,14.546798307709874
Scenario_A,Hele Oslofjord,Jordbruk,DIN,12459.136461970107
Scenario_A,Hele Oslofjord,Jordbruk,SS,319650.0213837021
Scenario_A,Hele Oslofjord,Jordbruk,TDP,123.824341915638
Scenario_A,Hele Oslofjord,Jordbruk,TOC,7172.850195645874
Scenario_A,Hele Oslofjord,Jordbruk,TON,3634.9534770375353
Scenario_A,Hele Oslofjord,Jordbruk,TOTN,16094.089939007643
Scenario_A,Hele Oslofjord,Jordbruk,TOTP,522.7759898995522
Scenario_A,Hele Oslofjord,Jordbruk,TPP,398.9516479839142
Scenario_A,Hele Oslofjord,Kommunalt avløp,DIN,2485.9670112884132
Scenario_A,Hele Oslofjord,Kommunalt avløp,SS,4300.255878731944
Scenario_A,Hele Oslofjord,Kommunalt avløp,TDP,56.15253003880785
Scenario_A,Hele Oslofjord,Kommunalt avløp,TOC,3278.120029640233
Scenario_A,Hele Oslofjord,Kommunalt avløp,TON,762.6425822498975
Scenario_A,Hele Oslofjord,Kommunalt avløp,TOTN,3248.6095935383105
Scenario_A,Hele Oslofjord,Kommunalt avløp,TOTP,120.19938659485105
Scenario_A,Hele Oslofjord,Kommunalt avløp,TPP,64.04685655604321
Scenario_A,Hele Oslofjord,Spredt avløp,DIN,549.8709248164771
Scenario_A,Hele Oslofjord,Spredt avløp,SS,20572.907764359574
Scenario_A,Hele Oslofjord,Spredt avløp,TDP,37.35159753790071
Scenario_A,Hele Oslofjord,Spredt avløp,TOC,1693.3519962148048
Scenario_A,Hele Oslofjord,Spredt avløp,TON,173.04726670586322
Scenario_A,Hele Oslofjord,Spredt avløp,TOTN,722.9181915223403
Scenario_A,Hele Oslofjord,Spredt avløp,TOTP,56.5079185935165
Scenario_A,Hele Oslofjord,Spredt avløp,TPP,19.156321055615784
Scenario_B,Hele Oslofjord,Akvakultur,DIN,0.002766666666666667
Scenario_B,Hele Oslofjord,Akvakultur,TDP,0.00019999999999999998
Scenario_B,Hele Oslofjord,Akvakultur,TOC,0.019233333333333335
Scenario_B,Hele Oslofjord,Akvakultur,TON,0.0012333333333333335
Scenario_B,Hele Oslofjord,Akvakultur,TOTN,0.004
Scenario_B,Hele Oslofjord,Akvakultur,TOTP,0.0007000000000000001
Scenario_B,Hele Oslofjord,Akvakultur,TPP,0.0005
Scenario_B,Hele Oslofjord,Bakgrunn,DIN,3646.949621524085
Scenario_B,Hele Oslofjord,Bakgrunn,SS,29308.44245205272
Scenario_B,Hele Oslofjord,Bakgrunn,TDP,63.80102220256498
Scenario_B,Hele Oslofjord,Bakgrunn,TOC,198161.5354434254
Scenario_B,Hele Oslofjord,Bakgrunn,TON,7879.761927596439
Scenario_B,Hele Oslofjord,Bakgrunn,TOTN,11526.711549120526
Scenario_B,Hele Oslofjord,Bakgrunn,TOTP,128.72522179300282
Scenario_B,Hele Oslofjord,Bakgrunn,TPP,64.92419959043785
Scenario_B,Hele Oslofjord,Bebygd,DIN,940.1468155558533
Scenario_B,Hele Oslofjord,Bebygd,SS,23273.722465031675
Scenario_B,Hele Oslofjord,Bebygd,TDP,60.23589171387373
Scenario_B,Hele Oslofjord,Bebygd,TOC,4184.099089018308
Scenario_B,Hele Oslofjord,Bebygd,TON,434.72119782339405
Scenario_B,Hele Oslofjord,Bebygd,TOTN,1374.8680133792475
Scenario_B,Hele Oslofjord,Bebygd,TOTP,85.83749023895501
Scenario_B,Hele Oslofjord,Bebygd,TPP,25.601598525081286
Scenario_B,Hele Oslofjord,Industri,DIN,728.3669029255661
Scenario_B,Hele Oslofjord,Industri,SS,1245.8673606679233
Scenario_B,Hele Oslofjord,Industri,TDP,14.738136803352445
Scenario_B,Hele Oslofjord,Industri,TOC,5784.082296070766
Scenario_B,Hele Oslofjord,Industri,TON,253.27593446597413
Scenario_B,Hele Oslofjord,Industri,TOTN,981.6428373915403
Scenario_B,Hele Oslofjord,Industri,TOTP,29.284935111062318
Scenario_B,Hele Oslofjord,Industri,TPP,14.546798307709874
Scenario_B,Hele Oslofjord,Jordbruk,DIN,12459.136461970107
Scenario_B,Hele Oslofjord,Jordbruk,SS,319650.0213837021
Scenario_B,Hele Oslofjord,Jordbruk,TDP,123.824341915638
Scenario_B,Hele Oslofjord,Jordbruk,TOC,7172.850195645874
Scenario_B,Hele Oslofjord,Jordbruk,TON,3634.9534770375353
Scenario_B,Hele Oslofjord,Jordbruk,TOTN,16094.089939007643
Scenario_B,Hele Oslofjord,Jordbruk,TOTP,522.7759898995522
Scenario_B,Hele Oslofjord,Jordbruk,TPP,398.9516479839142
Scenario_B,Hele Oslofjord,Kommunalt avløp,DIN,1959.5553007458557
Scenario_B,Hele Oslofjord,Kommunalt avløp,SS,3696.5872136407243
Scenario_B,Hele Oslofjord,Kommunalt avløp,TDP,50.862388925264256
Scenario_B,Hele Oslofjord,Kommunalt avløp,TOC,2838.347694979646
Scenario_B,Hele Oslofjord,Kommunalt avløp,TON,595.6367467819359
Scenario_B,Hele Oslofjord,Kommunalt avløp,TOTN,2555.192047527792
Scenario_B,Hele Oslofjord,Kommunalt avløp,TOTP,108.53706924485499
Scenario_B,Hele Oslofjord,Kommunalt avløp,TPP,57.67468031959073
Scenario_B,Hele Oslofjord,Spredt avløp,DIN,549.8709248164771
Scenario_B,Hele Oslofjord,Spredt avløp,SS,20572.907764359574
Scenario_B,Hele Oslofjord,Spredt avløp,TDP,37.35159753790071
Scenario_B,Hele Oslofjord,Spredt avløp,TOC,1693.3519962148048
Scenario_B,Hele Oslofjord,Spredt avløp,TON,173.04726670586322
Scenario_B,Hele Oslofjord,Spredt avløp,TOTN,722.9181915223403
Scenario_B,Hele Oslofjord,Spredt avløp,TOTP,56.5079185935165
Scenario_B,Hele Oslofjord,Spredt avløp,TPP,19.156321055615784
